==========================================
=== MECCANO BASELINE (30ep) ===
==========================================
=== TRAINING ===
python traineval.py --ek_version=meccano --epochs=30 --batch_size=32 --num_classes=61 --seq_len_obs=10 --seq_len_unobs=3 --learnable_weight=True
training dataset size: 4679
evaluation dataset size: 2584
Epoch:0 (1/147) Data: 1.273503s | Batch: 1.895s | future_traj_r_loss: 0.368 | future_traj_l_loss: 0.210 | rec_r_loss: 1.001| rec_l_loss: 1.005| total_loss: 2.622 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.505 
Epoch:7 (67/147) Data: 0.000775s | Batch: 0.130s | future_traj_r_loss: 0.059 | future_traj_l_loss: 0.053 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.211 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.026 
Epoch:7 (68/147) Data: 0.000811s | Batch: 0.130s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.033 | rec_r_loss: 0.038| rec_l_loss: 0.039| total_loss: 0.171 | future_valid_r: 28.0 | future_valid_l: 32.0 | obj_loss: 0.028 
Epoch:7 (69/147) Data: 0.000789s | Batch: 0.129s | future_traj_r_loss: 0.063 | future_traj_l_loss: 0.046 | rec_r_loss: 0.039| rec_l_loss: 0.040| total_loss: 0.204 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.022 
Epoch:7 (70/147) Data: 0.000767s | Batch: 0.129s | future_traj_r_loss: 0.063 | future_traj_l_loss: 0.044 | rec_r_loss: 0.038| rec_l_loss: 0.038| total_loss: 0.215 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.022 
Epoch:7 (71/147) Data: 0.000790s | Batch: 0.129s | future_traj_r_loss: 0.067 | future_traj_l_loss: 0.086 | rec_r_loss: 0.040| rec_l_loss: 0.039| total_loss: 0.285 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.019 
Epoch:7 (72/147) Data: 0.000776s | Batch: 0.129s | future_traj_r_loss: 0.054 | future_traj_l_loss: 0.043 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.199 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.024 
Epoch:7 (73/147) Data: 0.000785s | Batch: 0.129s | future_traj_r_loss: 0.075 | future_traj_l_loss: 0.059 | rec_r_loss: 0.039| rec_l_loss: 0.039| total_loss: 0.243 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.040 
Epoch:7 (74/147) Data: 0.000785s | Batch: 0.129s | future_traj_r_loss: 0.042 | future_traj_l_loss: 0.044 | rec_r_loss: 0.038| rec_l_loss: 0.039| total_loss: 0.189 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.022 
Epoch:7 (75/147) Data: 0.000779s | Batch: 0.128s | future_traj_r_loss: 0.066 | future_traj_l_loss: 0.054 | rec_r_loss: 0.037| rec_l_loss: 0.038| total_loss: 0.223 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.032 
Epoch:7 (76/147) Data: 0.000791s | Batch: 0.128s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.028 | rec_r_loss: 0.037| rec_l_loss: 0.039| total_loss: 0.150 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.029 
Epoch:7 (77/147) Data: 0.000801s | Batch: 0.128s | future_traj_r_loss: 0.099 | future_traj_l_loss: 0.055 | rec_r_loss: 0.038| rec_l_loss: 0.038| total_loss: 0.260 | future_valid_r: 31.0 | future_valid_l: 27.0 | obj_loss: 0.041 
Epoch:7 (78/147) Data: 0.000782s | Batch: 0.128s | future_traj_r_loss: 0.056 | future_traj_l_loss: 0.051 | rec_r_loss: 0.038| rec_l_loss: 0.038| total_loss: 0.217 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.026 
Epoch:7 (79/147) Data: 0.000727s | Batch: 0.128s | future_traj_r_loss: 0.061 | future_traj_l_loss: 0.054 | rec_r_loss: 0.039| rec_l_loss: 0.039| total_loss: 0.208 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.025 
Epoch:7 (80/147) Data: 0.000790s | Batch: 0.128s | future_traj_r_loss: 0.047 | future_traj_l_loss: 0.049 | rec_r_loss: 0.039| rec_l_loss: 0.039| total_loss: 0.186 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.021 
Epoch:7 (81/147) Data: 0.000753s | Batch: 0.128s | future_traj_r_loss: 0.084 | future_traj_l_loss: 0.047 | rec_r_loss: 0.038| rec_l_loss: 0.038| total_loss: 0.231 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.050 
Epoch:7 (82/147) Data: 0.000817s | Batch: 0.128s | future_traj_r_loss: 0.067 | future_traj_l_loss: 0.073 | rec_r_loss: 0.040| rec_l_loss: 0.040| total_loss: 0.264 | future_valid_r: 32.0 | future_valid_l: 28.0 | obj_loss: 0.021 
Epoch:7 (83/147) Data: 0.000784s | Batch: 0.127s | future_traj_r_loss: 0.050 | future_traj_l_loss: 0.039 | rec_r_loss: 0.040| rec_l_loss: 0.039| total_loss: 0.182 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.024 
Epoch:7 (84/147) Data: 0.000806s | Batch: 0.127s | future_traj_r_loss: 0.064 | future_traj_l_loss: 0.069 | rec_r_loss: 0.041| rec_l_loss: 0.039| total_loss: 0.247 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.022 
Epoch:7 (85/147) Data: 0.000797s | Batch: 0.127s | future_traj_r_loss: 0.044 | future_traj_l_loss: 0.073 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.210 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.029 
Epoch:7 (86/147) Data: 0.000806s | Batch: 0.127s | future_traj_r_loss: 0.073 | future_traj_l_loss: 0.049 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.214 | future_valid_r: 28.0 | future_valid_l: 31.0 | obj_loss: 0.032 
Epoch:7 (87/147) Data: 0.000788s | Batch: 0.127s | future_traj_r_loss: 0.071 | future_traj_l_loss: 0.042 | rec_r_loss: 0.041| rec_l_loss: 0.037| total_loss: 0.229 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.027 
Epoch:7 (88/147) Data: 0.000774s | Batch: 0.127s | future_traj_r_loss: 0.068 | future_traj_l_loss: 0.075 | rec_r_loss: 0.040| rec_l_loss: 0.039| total_loss: 0.280 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.022 
Epoch:7 (89/147) Data: 0.000787s | Batch: 0.127s | future_traj_r_loss: 0.098 | future_traj_l_loss: 0.066 | rec_r_loss: 0.040| rec_l_loss: 0.038| total_loss: 0.250 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.020 
Epoch:7 (90/147) Data: 0.000811s | Batch: 0.127s | future_traj_r_loss: 0.074 | future_traj_l_loss: 0.075 | rec_r_loss: 0.039| rec_l_loss: 0.037| total_loss: 0.281 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.034 
Epoch:7 (91/147) Data: 0.000771s | Batch: 0.127s | future_traj_r_loss: 0.052 | future_traj_l_loss: 0.051 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.204 | future_valid_r: 31.0 | future_valid_l: 28.0 | obj_loss: 0.031 
Epoch:7 (92/147) Data: 0.000771s | Batch: 0.126s | future_traj_r_loss: 0.059 | future_traj_l_loss: 0.046 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.197 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.026 
Epoch:7 (93/147) Data: 0.000800s | Batch: 0.126s | future_traj_r_loss: 0.056 | future_traj_l_loss: 0.059 | rec_r_loss: 0.040| rec_l_loss: 0.038| total_loss: 0.204 | future_valid_r: 30.0 | future_valid_l: 29.0 | obj_loss: 0.030 
Epoch:7 (94/147) Data: 0.000795s | Batch: 0.126s | future_traj_r_loss: 0.070 | future_traj_l_loss: 0.046 | rec_r_loss: 0.040| rec_l_loss: 0.038| total_loss: 0.189 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.036 
Epoch:7 (95/147) Data: 0.000753s | Batch: 0.126s | future_traj_r_loss: 0.057 | future_traj_l_loss: 0.064 | rec_r_loss: 0.040| rec_l_loss: 0.039| total_loss: 0.236 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.031 
Epoch:7 (96/147) Data: 0.000825s | Batch: 0.126s | future_traj_r_loss: 0.058 | future_traj_l_loss: 0.065 | rec_r_loss: 0.040| rec_l_loss: 0.039| total_loss: 0.245 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.027 
Epoch:7 (97/147) Data: 0.000769s | Batch: 0.126s | future_traj_r_loss: 0.077 | future_traj_l_loss: 0.063 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.256 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.031 
Epoch:7 (98/147) Data: 0.000796s | Batch: 0.126s | future_traj_r_loss: 0.084 | future_traj_l_loss: 0.065 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.216 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.023 
Epoch:7 (99/147) Data: 0.000783s | Batch: 0.126s | future_traj_r_loss: 0.040 | future_traj_l_loss: 0.036 | rec_r_loss: 0.038| rec_l_loss: 0.036| total_loss: 0.166 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.028 
Epoch:7 (100/147) Data: 0.000798s | Batch: 0.126s | future_traj_r_loss: 0.057 | future_traj_l_loss: 0.064 | rec_r_loss: 0.039| rec_l_loss: 0.037| total_loss: 0.228 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.026 
Epoch:7 (101/147) Data: 0.000793s | Batch: 0.126s | future_traj_r_loss: 0.037 | future_traj_l_loss: 0.056 | rec_r_loss: 0.040| rec_l_loss: 0.037| total_loss: 0.184 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.032 
Epoch:7 (102/147) Data: 0.000794s | Batch: 0.126s | future_traj_r_loss: 0.080 | future_traj_l_loss: 0.074 | rec_r_loss: 0.040| rec_l_loss: 0.039| total_loss: 0.245 | future_valid_r: 32.0 | future_valid_l: 29.0 | obj_loss: 0.023 
Epoch:7 (103/147) Data: 0.000803s | Batch: 0.126s | future_traj_r_loss: 0.052 | future_traj_l_loss: 0.049 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.176 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.016 
Epoch:7 (104/147) Data: 0.000804s | Batch: 0.125s | future_traj_r_loss: 0.062 | future_traj_l_loss: 0.067 | rec_r_loss: 0.039| rec_l_loss: 0.039| total_loss: 0.243 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.022 
Epoch:7 (105/147) Data: 0.001427s | Batch: 0.125s | future_traj_r_loss: 0.051 | future_traj_l_loss: 0.088 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.227 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.026 
Epoch:7 (106/147) Data: 0.000821s | Batch: 0.125s | future_traj_r_loss: 0.078 | future_traj_l_loss: 0.058 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.214 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.022 
Epoch:7 (107/147) Data: 0.000785s | Batch: 0.125s | future_traj_r_loss: 0.076 | future_traj_l_loss: 0.066 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.247 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.036 
Epoch:7 (108/147) Data: 0.000796s | Batch: 0.125s | future_traj_r_loss: 0.041 | future_traj_l_loss: 0.047 | rec_r_loss: 0.038| rec_l_loss: 0.037| total_loss: 0.178 | future_valid_r: 28.0 | future_valid_l: 32.0 | obj_loss: 0.022 
Epoch:7 (109/147) Data: 0.000798s | Batch: 0.125s | future_traj_r_loss: 0.058 | future_traj_l_loss: 0.045 | rec_r_loss: 0.038| rec_l_loss: 0.038| total_loss: 0.215 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.021 
Epoch:7 (110/147) Data: 0.000784s | Batch: 0.125s | future_traj_r_loss: 0.045 | future_traj_l_loss: 0.047 | rec_r_loss: 0.040| rec_l_loss: 0.039| total_loss: 0.199 | future_valid_r: 32.0 | future_valid_l: 31.0 | obj_loss: 0.025 
Epoch:7 (111/147) Data: 0.000734s | Batch: 0.125s | future_traj_r_loss: 0.050 | future_traj_l_loss: 0.040 | rec_r_loss: 0.040| rec_l_loss: 0.038| total_loss: 0.204 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.024 
Epoch:7 (112/147) Data: 0.000842s | Batch: 0.125s | future_traj_r_loss: 0.055 | future_traj_l_loss: 0.058 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.201 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.023 
Epoch:7 (113/147) Data: 0.000798s | Batch: 0.125s | future_traj_r_loss: 0.035 | future_traj_l_loss: 0.072 | rec_r_loss: 0.040| rec_l_loss: 0.040| total_loss: 0.202 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.026 
Epoch:7 (114/147) Data: 0.000814s | Batch: 0.125s | future_traj_r_loss: 0.069 | future_traj_l_loss: 0.067 | rec_r_loss: 0.040| rec_l_loss: 0.039| total_loss: 0.232 | future_valid_r: 32.0 | future_valid_l: 29.0 | obj_loss: 0.016 
Epoch:7 (115/147) Data: 0.000810s | Batch: 0.125s | future_traj_r_loss: 0.081 | future_traj_l_loss: 0.060 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.248 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.033 
Epoch:7 (116/147) Data: 0.000673s | Batch: 0.125s | future_traj_r_loss: 0.084 | future_traj_l_loss: 0.054 | rec_r_loss: 0.038| rec_l_loss: 0.038| total_loss: 0.269 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.024 
Epoch:7 (117/147) Data: 0.000670s | Batch: 0.125s | future_traj_r_loss: 0.055 | future_traj_l_loss: 0.064 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.201 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.019 
Epoch:7 (118/147) Data: 0.000653s | Batch: 0.125s | future_traj_r_loss: 0.086 | future_traj_l_loss: 0.087 | rec_r_loss: 0.040| rec_l_loss: 0.040| total_loss: 0.309 | future_valid_r: 29.0 | future_valid_l: 32.0 | obj_loss: 0.023 
Epoch:7 (119/147) Data: 0.000647s | Batch: 0.124s | future_traj_r_loss: 0.073 | future_traj_l_loss: 0.073 | rec_r_loss: 0.039| rec_l_loss: 0.039| total_loss: 0.254 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.025 
Epoch:7 (120/147) Data: 0.000657s | Batch: 0.124s | future_traj_r_loss: 0.069 | future_traj_l_loss: 0.070 | rec_r_loss: 0.039| rec_l_loss: 0.039| total_loss: 0.272 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.034 
Epoch:7 (121/147) Data: 0.000648s | Batch: 0.124s | future_traj_r_loss: 0.047 | future_traj_l_loss: 0.072 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.192 | future_valid_r: 31.0 | future_valid_l: 29.0 | obj_loss: 0.028 
Epoch:7 (122/147) Data: 0.000648s | Batch: 0.124s | future_traj_r_loss: 0.051 | future_traj_l_loss: 0.078 | rec_r_loss: 0.038| rec_l_loss: 0.038| total_loss: 0.227 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.020 
Epoch:7 (123/147) Data: 0.000637s | Batch: 0.124s | future_traj_r_loss: 0.074 | future_traj_l_loss: 0.068 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.255 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.032 
Epoch:7 (124/147) Data: 0.000653s | Batch: 0.124s | future_traj_r_loss: 0.059 | future_traj_l_loss: 0.039 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.210 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.031 
Epoch:7 (125/147) Data: 0.000649s | Batch: 0.124s | future_traj_r_loss: 0.082 | future_traj_l_loss: 0.053 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.235 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.022 
Epoch:7 (126/147) Data: 0.000640s | Batch: 0.124s | future_traj_r_loss: 0.072 | future_traj_l_loss: 0.037 | rec_r_loss: 0.038| rec_l_loss: 0.038| total_loss: 0.185 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.026 
Epoch:7 (127/147) Data: 0.000628s | Batch: 0.124s | future_traj_r_loss: 0.094 | future_traj_l_loss: 0.061 | rec_r_loss: 0.039| rec_l_loss: 0.039| total_loss: 0.253 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.023 
Epoch:7 (128/147) Data: 0.000640s | Batch: 0.124s | future_traj_r_loss: 0.057 | future_traj_l_loss: 0.055 | rec_r_loss: 0.037| rec_l_loss: 0.038| total_loss: 0.226 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.023 
Epoch:7 (129/147) Data: 0.000634s | Batch: 0.124s | future_traj_r_loss: 0.070 | future_traj_l_loss: 0.072 | rec_r_loss: 0.040| rec_l_loss: 0.038| total_loss: 0.278 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.024 
Epoch:7 (130/147) Data: 0.000634s | Batch: 0.124s | future_traj_r_loss: 0.091 | future_traj_l_loss: 0.103 | rec_r_loss: 0.040| rec_l_loss: 0.039| total_loss: 0.328 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.029 
Epoch:7 (131/147) Data: 0.000635s | Batch: 0.124s | future_traj_r_loss: 0.074 | future_traj_l_loss: 0.081 | rec_r_loss: 0.038| rec_l_loss: 0.039| total_loss: 0.242 | future_valid_r: 28.0 | future_valid_l: 31.0 | obj_loss: 0.025 
Epoch:7 (132/147) Data: 0.000627s | Batch: 0.123s | future_traj_r_loss: 0.074 | future_traj_l_loss: 0.089 | rec_r_loss: 0.038| rec_l_loss: 0.038| total_loss: 0.296 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.018 
Epoch:7 (133/147) Data: 0.000631s | Batch: 0.123s | future_traj_r_loss: 0.075 | future_traj_l_loss: 0.066 | rec_r_loss: 0.037| rec_l_loss: 0.038| total_loss: 0.293 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.028 
Epoch:7 (134/147) Data: 0.000636s | Batch: 0.123s | future_traj_r_loss: 0.032 | future_traj_l_loss: 0.045 | rec_r_loss: 0.038| rec_l_loss: 0.037| total_loss: 0.164 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.032 
Epoch:7 (135/147) Data: 0.000648s | Batch: 0.123s | future_traj_r_loss: 0.049 | future_traj_l_loss: 0.073 | rec_r_loss: 0.038| rec_l_loss: 0.040| total_loss: 0.235 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.017 
Epoch:7 (136/147) Data: 0.000637s | Batch: 0.123s | future_traj_r_loss: 0.110 | future_traj_l_loss: 0.074 | rec_r_loss: 0.039| rec_l_loss: 0.040| total_loss: 0.293 | future_valid_r: 31.0 | future_valid_l: 32.0 | obj_loss: 0.021 
Epoch:7 (137/147) Data: 0.000630s | Batch: 0.123s | future_traj_r_loss: 0.056 | future_traj_l_loss: 0.064 | rec_r_loss: 0.039| rec_l_loss: 0.041| total_loss: 0.231 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.027 
Epoch:7 (138/147) Data: 0.000641s | Batch: 0.123s | future_traj_r_loss: 0.081 | future_traj_l_loss: 0.063 | rec_r_loss: 0.039| rec_l_loss: 0.040| total_loss: 0.253 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.027 
Epoch:7 (139/147) Data: 0.000633s | Batch: 0.123s | future_traj_r_loss: 0.056 | future_traj_l_loss: 0.056 | rec_r_loss: 0.038| rec_l_loss: 0.039| total_loss: 0.214 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.030 
Epoch:7 (140/147) Data: 0.000656s | Batch: 0.123s | future_traj_r_loss: 0.050 | future_traj_l_loss: 0.063 | rec_r_loss: 0.039| rec_l_loss: 0.039| total_loss: 0.207 | future_valid_r: 29.0 | future_valid_l: 31.0 | obj_loss: 0.028 
Epoch:7 (141/147) Data: 0.000642s | Batch: 0.123s | future_traj_r_loss: 0.085 | future_traj_l_loss: 0.044 | rec_r_loss: 0.040| rec_l_loss: 0.038| total_loss: 0.270 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.023 
Epoch:7 (142/147) Data: 0.000637s | Batch: 0.123s | future_traj_r_loss: 0.052 | future_traj_l_loss: 0.055 | rec_r_loss: 0.040| rec_l_loss: 0.040| total_loss: 0.195 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.031 
Epoch:7 (143/147) Data: 0.000663s | Batch: 0.123s | future_traj_r_loss: 0.034 | future_traj_l_loss: 0.042 | rec_r_loss: 0.040| rec_l_loss: 0.037| total_loss: 0.151 | future_valid_r: 30.0 | future_valid_l: 29.0 | obj_loss: 0.026 
Epoch:7 (144/147) Data: 0.000628s | Batch: 0.123s | future_traj_r_loss: 0.081 | future_traj_l_loss: 0.063 | rec_r_loss: 0.040| rec_l_loss: 0.039| total_loss: 0.269 | future_valid_r: 31.0 | future_valid_l: 30.0 | obj_loss: 0.027 
Epoch:7 (145/147) Data: 0.000675s | Batch: 0.123s | future_traj_r_loss: 0.062 | future_traj_l_loss: 0.038 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.211 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.021 
Epoch:7 (146/147) Data: 0.000648s | Batch: 0.123s | future_traj_r_loss: 0.079 | future_traj_l_loss: 0.050 | rec_r_loss: 0.040| rec_l_loss: 0.038| total_loss: 0.230 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.028 
Epoch:7 (147/147) Data: 0.000599s | Batch: 0.123s | future_traj_r_loss: 0.091 | future_traj_l_loss: 0.176 | rec_r_loss: 0.043| rec_l_loss: 0.042| total_loss: 0.435 | future_valid_r: 6.0 | future_valid_l: 7.0 | obj_loss: 0.058 
save epoch 8 checkpoint
Epoch:8 (1/147) Data: 0.668212s | Batch: 0.809s | future_traj_r_loss: 0.098 | future_traj_l_loss: 0.040 | rec_r_loss: 0.038| rec_l_loss: 0.037| total_loss: 0.225 | future_valid_r: 32.0 | future_valid_l: 30.0 | obj_loss: 0.025 
Epoch:8 (2/147) Data: 0.000840s | Batch: 0.463s | future_traj_r_loss: 0.059 | future_traj_l_loss: 0.041 | rec_r_loss: 0.038| rec_l_loss: 0.038| total_loss: 0.203 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.040 
Epoch:8 (3/147) Data: 0.000778s | Batch: 0.348s | future_traj_r_loss: 0.057 | future_traj_l_loss: 0.065 | rec_r_loss: 0.039| rec_l_loss: 0.040| total_loss: 0.219 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.025 
Epoch:8 (4/147) Data: 0.000826s | Batch: 0.293s | future_traj_r_loss: 0.036 | future_traj_l_loss: 0.083 | rec_r_loss: 0.038| rec_l_loss: 0.039| total_loss: 0.224 | future_valid_r: 30.0 | future_valid_l: 30.0 | obj_loss: 0.021 
Epoch:8 (5/147) Data: 0.001651s | Batch: 0.260s | future_traj_r_loss: 0.059 | future_traj_l_loss: 0.041 | rec_r_loss: 0.041| rec_l_loss: 0.039| total_loss: 0.192 | future_valid_r: 31.0 | future_valid_l: 31.0 | obj_loss: 0.018 
Epoch:8 (6/147) Data: 0.000852s | Batch: 0.237s | future_traj_r_loss: 0.069 | future_traj_l_loss: 0.058 | rec_r_loss: 0.041| rec_l_loss: 0.039| total_loss: 0.228 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.023 
Epoch:8 (7/147) Data: 0.000821s | Batch: 0.220s | future_traj_r_loss: 0.052 | future_traj_l_loss: 0.083 | rec_r_loss: 0.042| rec_l_loss: 0.040| total_loss: 0.252 | future_valid_r: 30.0 | future_valid_l: 32.0 | obj_loss: 0.032 
Epoch:8 (8/147) Data: 0.000785s | Batch: 0.208s | future_traj_r_loss: 0.058 | future_traj_l_loss: 0.062 | rec_r_loss: 0.040| rec_l_loss: 0.039| total_loss: 0.243 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.028 
Epoch:8 (9/147) Data: 0.000777s | Batch: 0.198s | future_traj_r_loss: 0.080 | future_traj_l_loss: 0.075 | rec_r_loss: 0.040| rec_l_loss: 0.038| total_loss: 0.277 | future_valid_r: 31.0 | future_valid_l: 29.0 | obj_loss: 0.017 
Epoch:8 (10/147) Data: 0.000797s | Batch: 0.190s | future_traj_r_loss: 0.045 | future_traj_l_loss: 0.074 | rec_r_loss: 0.040| rec_l_loss: 0.038| total_loss: 0.202 | future_valid_r: 28.0 | future_valid_l: 29.0 | obj_loss: 0.036 
Epoch:8 (11/147) Data: 0.000802s | Batch: 0.184s | future_traj_r_loss: 0.070 | future_traj_l_loss: 0.083 | rec_r_loss: 0.040| rec_l_loss: 0.039| total_loss: 0.267 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.019 
Epoch:8 (12/147) Data: 0.000768s | Batch: 0.178s | future_traj_r_loss: 0.047 | future_traj_l_loss: 0.051 | rec_r_loss: 0.041| rec_l_loss: 0.038| total_loss: 0.184 | future_valid_r: 32.0 | future_valid_l: 28.0 | obj_loss: 0.026 
Epoch:8 (13/147) Data: 0.000759s | Batch: 0.173s | future_traj_r_loss: 0.061 | future_traj_l_loss: 0.046 | rec_r_loss: 0.041| rec_l_loss: 0.039| total_loss: 0.191 | future_valid_r: 29.0 | future_valid_l: 30.0 | obj_loss: 0.025 
Epoch:8 (14/147) Data: 0.000765s | Batch: 0.169s | future_traj_r_loss: 0.055 | future_traj_l_loss: 0.050 | rec_r_loss: 0.043| rec_l_loss: 0.038| total_loss: 0.208 | future_valid_r: 32.0 | future_valid_l: 32.0 | obj_loss: 0.023 
Epoch:8 (15/147) Data: 0.000731s | Batch: 0.166s | future_traj_r_loss: 0.069 | future_traj_l_loss: 0.043 | rec_r_loss: 0.043| rec_l_loss: 0.041| total_loss: 0.237 | future_valid_r: 30.0 | future_valid_l: 31.0 | obj_loss: 0.033 
Epoch:8 (16/147) Data: 0.000782s | Batch: 0.163s | future_traj_r_loss: 0.058 | future_traj_l_loss: 0.076 | rec_r_loss: 0.040| rec_l_loss: 0.040| total_loss: 0.208 | future_valid_r: 27.0 | future_valid_l: 30.0 | obj_loss: 0.027 
Epoch:8 (17/147) Data: 0.000807s | Batch: 0.160s | future_traj_r_loss: 0.074 | future_traj_l_loss: 0.075 | rec_r_loss: 0.039| rec_l_loss: 0.038| total_loss: 0.256 | future_valid_r: 28.0 | future_valid_l: 29.0 | obj_loss: 0.031 
